RBD,NOM_RBD,NOM_COM_RBD,RURAL_RBD,DC_A,HH_A,DC_UTP,HH_UTP,DC_PDIR,HH_PDIR,DC_DIR,HH_DIR,DC_OES,HH_OES,DC_OF,HH_OF,DC_JUTP,HH_JUTP,DC_IG,HH_IG,DC_OR,HH_OR,DC_DIR_SOST,HH_DIR_SOST,DC_TP_SOST,HH_TP_SOST,DC_SUP_SOST,HH_SUP_SOST,DC_SUBDIR,HH_SUBDIR,DC_PROF_ENC,HH_PROF_ENC,DC_EDUC_TRAD,HH_EDUC_TRAD,DC_TOT,HH_TOT
8485,LICEO INSTITUTO NACIONAL,SANTIAGO,0,155,6044,4,176,2,88,1,44,44,1713,1,44,1,44,5,220,7,308,0,0,0,0,0,0,0,0,0,0,0,0,220,8681
8487,LICEO JAVIERA CARRERA,SANTIAGO,0,117,4612,13,554,0,0,1,44,4,156,0,0,2,86,4,176,8,352,0,0,0,0,0,0,1,44,0,0,0,0,150,6024
8488,LICEO N° 4 BICENTENARIO ISAURA DINATOR,SANTIAGO,0,22,675,2,88,3,132,1,44,6,206,0,0,0,0,0,0,2,88,0,0,1,44,0,0,0,0,0,0,0,0,37,1277
8489,LICEO BICENTENARIO TERESA PRATS,SANTIAGO,0,29,1106,2,88,0,0,1,44,3,132,0,0,1,44,2,88,1,44,0,0,0,0,0,0,0,0,0,0,0,0,39,1546
8490,LICEO NRO 2 MIGUEL LUIS AMUNATEGUI,SANTIAGO,0,37,1331,1,44,1,44,1,44,2,88,0,0,0,0,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1639
8491,LICEO DE APLICACION RECTOR JORGE E SCHNE,SANTIAGO,0,78,2920,3,132,0,0,1,44,8,272,0,0,2,88,7,308,4,163,0,0,1,44,0,0,0,0,0,0,0,0,104,3971
8492,LICEO MANUEL BARROS BORGONO,SANTIAGO,0,33,1301,0,0,0,0,1,44,12,450,0,0,1,44,2,88,2,88,0,0,0,0,0,0,0,0,0,0,0,0,51,2015
8494,LICEO A-1 VALENTIN LETELIER,RECOLETA,0,59,2526,3,132,2,88,1,44,4,176,0,0,0,0,1,44,2,88,0,0,0,0,0,0,0,0,0,0,0,0,72,3098
8495,LICEO CONFEDERACION SUIZA,SANTIAGO,0,25,765,2,88,1,44,1,44,3,102,0,0,0,0,1,44,1,30,0,0,0,0,0,0,0,0,0,0,0,0,34,1117
8496,LICEO JOSÉ DE SAN MARTIN,SANTIAGO,0,35,1314,6,234,0,0,1,44,1,27,0,0,0,0,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1707
8497,LICEO GABRIELA MISTRAL,INDEPENDENCIA,0,56,2141,3,130,0,0,1,44,5,193,0,0,2,88,4,153,0,0,0,0,1,44,0,0,0,0,0,0,0,0,72,2793
8498,LICEO DARIO SALAS,SANTIAGO,0,74,3062,5,220,0,0,1,44,7,286,1,42,0,0,3,132,3,132,0,0,0,0,0,0,0,0,0,0,0,0,94,3918
8499,INTERNADO NACIONAL BARROS ARANA,SANTIAGO,0,90,3685,1,44,4,176,1,44,10,331,0,0,0,0,1,44,5,220,0,0,0,0,0,0,0,0,0,0,0,0,112,4544
8500,LICEO INDUSTRIAL ELIODORO GARCIA ZEGERS,SANTIAGO,0,48,1810,4,176,0,0,1,44,8,308,0,0,0,0,4,176,2,88,0,0,0,0,0,0,0,0,0,0,0,0,67,2602
8501,LICEO POLITEC. PDTE. GABRIEL GONZALEZ VIDELA,SANTIAGO,0,40,1554,0,0,0,0,1,44,8,341,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,52,2071
8502,LICEO COMERCIAL LUIS CORREA PRIETO,RECOLETA,0,25,875,0,0,0,0,1,44,0,0,0,0,1,44,2,88,1,44,0,0,0,0,0,0,0,0,0,0,0,0,30,1095
8503,INST.SUP.DE COMERCIO EDUARDO FREI M.,SANTIAGO,0,51,1898,4,176,1,44,1,44,3,114,1,39,2,88,3,132,2,88,0,0,0,0,0,0,0,0,0,0,0,0,68,2623
8504,LICEO TECNICO A N° 27 CLELIA CLAVEL DINAT,SANTIAGO,0,26,991,1,44,2,88,1,44,1,30,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1241
8505,LICEO POLIVALENTE A-28 EMILIA TORO DE BAL,SANTIAGO,0,43,1626,0,0,0,0,1,44,4,104,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1862
8506,INSTITUTO COMERCIAL ELIODORO DOMINGUEZ DOMINGUEZ,SANTIAGO,0,33,1263,1,44,1,12,1,44,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1407
8507,LICEO COMERCIAL JOAQUIN VERA MORALES,SANTIAGO,0,39,1553,1,40,0,0,1,44,0,0,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,44,1769
8508,LICEO POLIVALENTE JUAN A.RIOS,QUINTA NORMAL,0,22,885,0,0,0,0,1,44,3,112,0,0,1,44,1,44,1,27,0,0,0,0,0,0,0,0,0,0,0,0,29,1156
8510,LICEO PAULA JARAQUEMADA,RECOLETA,0,33,1284,0,0,0,0,1,44,7,250,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,43,1666
8511,LICEO EXPERIMENTAL ARTISTICO B-65,MAIPÚ,0,75,2230,0,0,1,44,1,44,1,44,0,0,2,88,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,82,2538
8513,ESC. BAS. REPUBLICA ORIENTAL DE URUGUAY,SANTIAGO,0,42,1573,0,0,1,44,1,44,3,104,0,0,1,44,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,49,1853
8514,LICEO MULTIGENERO DOCTORA ELOISA DIAZ INZUNZA,INDEPENDENCIA,0,58,2305,3,132,0,0,1,44,2,72,0,0,2,88,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2729
8515,ESCUELA BASICA CORNELIA OLIVARES,INDEPENDENCIA,0,14,563,2,88,0,0,1,44,0,0,0,0,1,44,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,20,827
8518,LICEO ESTACION CENTRAL,ESTACIÓN CENTRAL,0,40,1601,1,44,0,0,1,44,4,144,2,77,2,88,2,88,1,44,0,0,0,0,0,0,0,0,0,0,2,70,55,2200
8519,ESCUELA BASICA PEDRO AGUIRRE CERDA,CERRILLOS,0,20,739,2,88,1,44,1,44,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,963
8520,ESCUELA BASICA PROVINCIA DE CHILOE,SANTIAGO,0,37,1423,0,0,0,0,1,44,2,75,0,0,1,44,2,88,1,44,0,0,1,44,0,0,0,0,0,0,0,0,45,1762
8521,ESCUELA CARLOS CONDELL DE LA HAZA,ESTACIÓN CENTRAL,0,48,1980,0,0,0,0,1,44,3,123,0,0,2,88,2,88,2,88,0,0,0,0,0,0,0,0,0,0,1,44,59,2455
8522,ESCUELA BASICA REPUBLICA DE COLOMBIA,SANTIAGO,0,34,1347,0,0,0,0,1,44,7,293,0,0,1,44,1,44,2,88,0,0,0,0,0,0,0,0,0,0,0,0,46,1860
8523,ESCUELA BASICA REPUBLICA DE PANAMA,SANTIAGO,0,25,924,0,0,0,0,1,44,3,101,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,32,1201
8529,ESCUELA DE PARVULOS ANTU-HUILEN,INDEPENDENCIA,0,23,909,0,0,0,0,1,44,0,0,0,0,1,44,1,44,0,0,1,41,0,0,0,0,0,0,0,0,0,0,27,1082
8530,ESCUELA CADETE ARTURO PRAT CHACON,SANTIAGO,0,52,1996,2,88,0,0,1,44,4,134,0,0,1,44,2,88,1,44,0,0,0,0,0,0,0,0,0,0,0,0,63,2438
8531,ESCUELA BASICA IRENE FREI DE CID,SANTIAGO,0,40,1589,0,0,0,0,1,44,0,0,0,0,1,44,1,44,1,44,0,0,4,164,0,0,0,0,0,0,0,0,48,1929
8532,ESCUELA BASICA LIBERTADORES DE CHILE,SANTIAGO,0,25,1004,1,44,1,44,1,44,5,172,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,36,1440
8533,ESCUELA BASICA BENJAMIN VICUNA MACKENNA,SANTIAGO,0,40,1485,0,0,0,0,1,44,6,198,0,0,1,44,1,44,1,44,0,0,1,44,0,0,0,0,0,0,0,0,51,1903
8535,LICEO REPUBLICA DE BRASIL,SANTIAGO,0,34,1282,3,132,0,0,1,44,1,44,0,0,1,44,2,88,0,0,0,0,1,38,0,0,0,0,0,0,0,0,43,1672
8536,ESCUELA REPUBLICA DE ISRAEL,SANTIAGO,0,40,1520,2,88,1,44,1,44,4,153,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,51,1981
8537,ESCUELA ARNALDO FALABELLA,ESTACIÓN CENTRAL,0,35,1430,0,0,0,0,1,44,7,285,0,0,2,88,2,88,1,44,0,0,0,0,0,0,0,0,0,0,0,0,48,1979
8540,ESCUELA BASICA REPUBLICA DE HAITI,SANTIAGO,0,20,713,0,0,1,44,1,44,1,44,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,26,977
8541,LICEO DE ADULTOS HERBERT VARGAS WALLIS,SANTIAGO,0,36,1459,0,0,0,0,1,44,0,0,0,0,2,88,2,88,0,0,0,0,2,86,0,0,0,0,0,0,0,0,43,1765
8542,LICEO SAN FRANCISCO DE QUITO,INDEPENDENCIA,0,45,1690,2,63,0,0,1,44,2,74,0,0,2,88,2,88,1,44,0,0,0,0,0,0,0,0,0,0,0,0,55,2091
8544,ESCUELA BÁSICA ARTURO ALESSANDRI PALMA,ESTACIÓN CENTRAL,0,43,1745,1,44,1,44,1,44,9,376,1,32,3,132,2,88,3,132,0,0,1,44,0,0,1,44,0,0,0,0,66,2725
8546,ESC.BAS.BILINGUE REPUBLICA DEL PARAGUAY,RECOLETA,0,66,2797,0,0,0,0,1,44,5,220,1,44,1,44,2,88,2,88,0,0,0,0,0,0,1,44,0,0,0,0,79,3369
8547,ESCUELA NUEVA ZELANDIA,INDEPENDENCIA,0,25,1011,1,44,0,0,1,44,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1187
8548,ESCUELA BASICA DR LUIS CALVO MACKENNA,SANTIAGO,0,40,1551,1,44,2,88,1,44,0,0,0,0,0,0,1,44,2,88,0,0,1,44,0,0,0,0,0,0,0,0,48,1903
8549,ESCUELA FERNANDO ALESSANDRI RODRIGUEZ,SANTIAGO,0,23,820,0,0,0,0,1,44,4,157,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,31,1153
8552,ESCUELA BAS SALVADOR SANFUENTES REP EEUU,SANTIAGO,0,77,2887,3,131,1,44,1,44,2,88,0,0,1,44,2,88,4,128,0,0,0,0,0,0,0,0,0,0,0,0,91,3454
8553,ESCUELA DE ADULTOS  JORGE ALESSANDRI R.,RECOLETA,0,36,1454,0,0,0,0,1,44,3,118,0,0,2,88,3,132,1,44,0,0,0,0,0,0,0,0,0,0,0,0,46,1880
8554,LICEO MUNICIPAL METROPOLITANO DE ADULTOS,SANTIAGO,0,23,650,3,108,0,0,1,44,1,30,0,0,1,44,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,964
8555,ESCUELA REPUBLICA EL LIBANO,SANTIAGO,0,20,754,2,79,3,132,1,44,4,141,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,31,1194
8556,ESCUELA REPUBLICA DE AUSTRIA,ESTACIÓN CENTRAL,0,34,1428,1,44,0,0,1,44,4,149,0,0,1,44,2,88,1,44,0,0,0,0,0,0,0,0,0,0,0,0,44,1841
8558,ESCUELA BÁSICA HUMBERTO VALENZUELA GARCÍA,ESTACIÓN CENTRAL,0,34,1372,0,0,0,0,1,44,5,220,2,88,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,45,1856
8561,ESCUELA REPUBLICA DE ALEMANIA,SANTIAGO,0,27,964,1,44,0,0,1,44,1,44,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,33,1228
8562,CIUDAD SANTIAGO DE CHILE,SANTIAGO,0,27,1023,1,44,0,0,1,44,4,138,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,36,1381
8563,ESCUELA BASICA REPUBLICA DE MEXICO,SANTIAGO,0,37,1444,3,132,0,0,1,44,2,85,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,46,1837
8564,ESCUELA BASICA REINO DE NORUEGA,QUINTA NORMAL,0,20,762,0,0,0,0,1,44,3,95,1,44,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,28,1077
8569,ESCUELA BASICA REPUBLICA DEL ECUADOR,SANTIAGO,0,28,1108,1,44,0,0,1,44,12,435,0,0,1,44,2,88,2,53,1,44,0,0,0,0,0,0,0,0,0,0,48,1860
8571,LICEO DR HUMBERTO MATURANA ROMESIN,SANTIAGO,0,10,284,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,372
8572,ESCUELA BASICA CAMILO MORI,INDEPENDENCIA,0,18,711,0,0,0,0,1,44,0,0,0,0,1,44,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,931
8576,ESCUELA BASICA REYES CATOLICOS,SANTIAGO,0,21,739,2,74,0,0,1,44,5,188,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1133
8579,ESCUELA BASICA UNION LATINOAMERICANA,ESTACIÓN CENTRAL,0,19,759,0,0,0,0,1,44,4,172,0,0,0,0,1,44,1,38,0,0,1,44,0,0,0,0,0,0,0,0,27,1101
8581,ESCUELA BÁSICA F Nº 64,SANTIAGO,0,29,1140,0,0,0,0,1,44,2,81,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,35,1397
8585,ESC. CENTRO DE CAPACITACION LABORAL SANTIAGO,SANTIAGO,0,13,512,0,0,1,44,1,44,3,118,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,762
8586,ESCUELA DIFERENCIAL JUAN SANDOVAL C,SANTIAGO,0,40,1628,1,44,0,0,1,44,3,108,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1912
8587,LICEO DE ADULTOS MUNICIPALIZADO LUIS GOMEZ CATALAN,ESTACIÓN CENTRAL,0,16,596,0,0,1,44,1,44,3,118,0,0,0,0,3,132,2,74,0,0,2,88,0,0,0,0,0,0,0,0,28,1096
8589,LICEO MIGUEL RAFAEL PRADO,INDEPENDENCIA,0,72,2924,0,0,2,88,1,44,4,176,0,0,0,0,0,0,1,44,2,88,0,0,0,0,0,0,0,0,0,0,82,3364
8592,LICEO JOSE MIGUEL INFANTE,SANTIAGO,0,40,1379,1,44,1,30,1,44,1,40,1,28,1,44,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,47,1653
8598,COLEGIO ALTO PALENA,SANTIAGO,0,18,620,0,0,0,0,1,44,0,0,0,0,1,44,1,44,1,35,0,0,0,0,0,0,0,0,0,0,0,0,22,787
8601,COLEGIO WUNMAN,SANTIAGO,0,9,158,2,81,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,283
8603,CENTRO EDUCATIVO SALESIANOS ALAMEDA,SANTIAGO,0,96,3781,0,0,1,44,1,44,1,44,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,4001
8604,COLEGIO SANTA CRUZ,SANTIAGO,0,49,1969,0,0,2,88,1,44,4,80,0,0,0,0,2,88,1,40,0,0,0,0,0,0,0,0,0,0,0,0,59,2309
8609,COLEGIO SAN IGNACIO,SANTIAGO,0,96,3247,3,112,1,39,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,3486
8611,COLEGIO NUESTRA SENORA DE ANDACOLLO,SANTIAGO,0,44,1690,1,42,3,126,1,42,7,284,0,0,0,0,1,42,1,42,0,0,0,0,0,0,0,0,0,0,0,0,58,2268
8613,COLEGIO FRANCISCANO MARIA REINA,ESTACIÓN CENTRAL,0,22,629,2,88,1,44,1,44,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,847
8614,COLEGIO MARIA TERESA CANCINO AGUILAR,RECOLETA,0,58,2241,2,88,1,44,1,44,7,248,0,0,1,44,1,44,2,81,0,0,0,0,0,0,2,88,0,0,0,0,75,2922
8616,COLEGIO POLIVALENTE PLUS ULTRA,INDEPENDENCIA,0,37,1300,1,44,0,0,1,44,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,40,1430
8617,LICEO POLIT. SARA BLINDER DARGOLTZ,SANTIAGO,0,38,1410,0,0,1,44,1,44,3,90,0,0,1,44,0,0,0,0,2,88,0,0,0,0,0,0,0,0,0,0,46,1720
8620,COLEGIO SAN SEBASTIAN,SANTIAGO,0,22,712,1,17,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,25,817
8621,ESCUELA TECNICA L.BDO.O´HIGGINS-DIURNA,INDEPENDENCIA,0,25,910,0,0,2,88,1,44,0,0,0,0,2,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1116
8623,ESC. BAS. PART. TERESIANA DE SAN GABRIEL,INDEPENDENCIA,0,13,399,2,88,0,0,1,44,4,119,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,694
8625,CENTRO EDUC. CASA TALLERES SAN VICENTE DE PAU,SANTIAGO,0,41,1617,0,0,3,128,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1789
8627,COLEGIO SANTA MARIA DE SANTIAGO,SANTIAGO,0,88,3561,2,88,2,88,1,44,0,0,0,0,1,44,2,88,3,132,0,0,0,0,0,0,0,0,0,0,0,0,99,4045
8629,COLEGIO POLITÉCNICO SANTA ANA,QUINTA NORMAL,0,45,1531,0,0,0,0,1,22,5,187,0,0,2,88,1,44,1,35,0,0,0,0,1,24,1,44,0,0,0,0,57,1975
8631,COLEGIO ECHAURREN,ESTACIÓN CENTRAL,0,46,1780,1,44,0,0,1,44,0,0,0,0,1,44,1,44,1,37,0,0,0,0,0,0,0,0,0,0,0,0,51,1993
8632,LICEO POLIVALENTE SANTA JULIANA,RECOLETA,0,67,2562,1,44,4,142,1,44,4,97,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2933
8634,LICEO RUIZ TAGLE,ESTACIÓN CENTRAL,0,49,1832,1,44,1,44,1,44,2,84,0,0,1,44,2,88,1,44,0,0,0,0,0,0,0,0,0,0,0,0,58,2224
8636,LICEO LEONARDO MURIALDO,RECOLETA,0,60,2155,10,421,4,176,1,44,2,83,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,78,2921
8639,LICEO Y COLEGIO NUEVO HISPANO CHILENO,SANTIAGO,0,26,806,2,50,0,0,1,44,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,988
8643,INSTITUTO COMERCIAL BLAS CANAS,SANTIAGO,0,29,1138,1,44,0,0,1,44,2,84,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,36,1442
8644,COLEGIO INDUSTRIAL VASCO NUNEZ DE BALBOA,SANTIAGO,0,18,535,0,0,1,44,1,44,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,647
8645,LICEO JOSE DOMINGO CANAS,QUILICURA,0,76,3126,0,0,4,176,1,44,3,104,0,0,0,0,0,0,2,84,0,0,0,0,0,0,0,0,0,0,0,0,86,3534
8649,COLEGIO LORENZO SAZIE,SANTIAGO,0,35,1438,2,88,2,88,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,41,1702
8650,COLEGIO SAN BENILDO,RECOLETA,0,13,439,3,88,3,66,1,22,5,194,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,831
8652,COLEGIO SAN ANTONIO,SANTIAGO,0,36,1304,2,65,0,0,1,44,8,310,0,0,3,126,1,43,0,0,0,0,0,0,0,0,1,44,0,0,0,0,52,1936
8654,COLEGIO POLITECNICO AVDA. INDEPENDENCIA,INDEPENDENCIA,0,15,484,1,30,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,558
8657,COLEGIO SAN ALBERTO,ESTACIÓN CENTRAL,0,50,2084,0,0,3,132,1,44,3,126,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2430
8658,COLEGIO FRANCISCO ARRIARAN,SANTIAGO,0,57,2226,0,0,2,88,1,44,2,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,0,0,0,0,64,2525
8659,ESCUELA PARTICULAR FRANCISCO ANDRES OLEA,SANTIAGO,0,37,1360,0,0,0,0,1,44,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,0,0,0,0,42,1580
8661,ESCUELA PARTICULAR GUILLERMO MATTA,SANTIAGO,0,46,1710,0,0,1,44,1,44,4,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,0,0,0,0,54,2036
8663,INSTITUTO HERMANOS MATTE,SANTIAGO,0,67,2625,0,0,0,0,1,44,0,0,0,0,0,0,2,88,2,88,0,0,0,0,0,0,4,176,0,0,0,0,76,3021
8665,ESCUELA BASICA N°43 PATRONATO SAN ANTONIO,SANTIAGO,0,12,449,1,40,0,0,1,44,5,157,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,778
8666,COLEGIO SANTA ISABEL,SANTIAGO,0,18,706,0,0,0,0,1,44,2,79,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,23,917
8671,COLEGIO BICENTENARIO VICTORIA PRIETO,SANTIAGO,0,25,928,2,88,2,88,1,44,21,211,1,5,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,53,1404
8674,ESCUELA PARTICULAR SAN LAZARO,SANTIAGO,0,17,623,0,0,1,44,1,44,0,0,0,0,1,44,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,795
8675,COLEGIO SANTA TERESITA DEL NINO JESUS,SANTIAGO,0,54,1892,0,0,2,74,1,44,7,196,0,0,1,44,1,44,1,30,0,0,0,0,0,0,0,0,0,0,0,0,67,2324
8676,ESCUELA MANUEL JOSE IRARRAZAVAL,SANTIAGO,0,46,1775,5,211,2,88,1,44,4,168,0,0,0,0,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2418
8678,ESC.SILVIA SALAS EDWARDS,ESTACIÓN CENTRAL,0,20,718,0,0,0,0,1,44,2,51,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,857
8680,COLEGIO ADVENTISTA PORVENIR,SANTIAGO,0,30,1192,0,0,1,44,1,44,0,0,0,0,3,132,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,37,1500
8681,COLEGIO ANGLO MAIPU,MAIPÚ,0,48,1925,0,0,0,0,1,44,7,308,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,59,2409
8682,COLEGIO RAFAEL SANHUEZA LIZARDI,RECOLETA,0,51,1856,0,0,0,0,1,44,14,577,0,0,0,0,0,0,2,88,0,0,0,0,0,0,4,176,0,0,0,0,72,2741
8684,COLEGIO JEAN JACQUES,INDEPENDENCIA,0,12,407,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,495
8685,ESCUELA BASICA PARTICULAR CLUB HIPICO,EL BOSQUE,0,46,1816,1,44,1,44,1,44,1,39,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2075
8690,ESCUELA PARTICULAR AMOR DE DIOS,CERRILLOS,0,31,1250,0,0,1,40,1,44,4,170,0,0,1,44,1,44,0,0,0,0,0,0,0,0,1,44,0,0,0,0,40,1636
8697,COLEGIO ORATORIO DON BOSCO,SANTIAGO,0,52,1951,0,0,2,88,1,44,5,201,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2416
8699,ESCUELA PARTICULAR EL PEQUENO ESTUDIANTE,RECOLETA,0,11,410,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,14,542
8703,ESCUELA BASICA N°728 MARYLAND COLLEGE,INDEPENDENCIA,0,25,1027,1,44,0,0,1,44,6,242,0,0,1,38,1,44,0,0,1,44,0,0,0,0,1,44,0,0,0,0,37,1527
8706,ESCUELA SAN BENILDO,RECOLETA,0,16,529,2,44,3,66,1,22,6,242,0,0,0,0,3,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1013
8712,ESCUELA BASICA N°1319 DAVID MATARASSO 2,SANTIAGO,0,6,171,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,215
8714,ESCUELA PARTICULAR RAMON FREIRE,RECOLETA,0,17,647,2,88,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,823
8715,COLEGIO SAO PAULO,ESTACIÓN CENTRAL,0,21,628,1,44,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,716
8717,ESCUELA PARTICULAR SAINT HENRY SCHOOL,SANTIAGO,0,12,469,2,80,1,40,1,44,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,673
8718,ESCUELA PARTICULAR DANES,LA FLORIDA,0,13,516,0,0,0,0,1,44,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,590
8720,ESCUELA PARTICULAR ESPECIAL ALOA,CONCHALÍ,0,16,662,1,30,0,0,1,44,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,1,44,0,0,0,0,21,868
8721,ESCUELA PARTICULAR ESPECIAL CEDIN,SANTIAGO,0,15,538,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,626
8724,COLEGIO SAINT JOSEPH C. THOMAS SCHOOL,LA FLORIDA,0,20,616,1,44,0,0,1,44,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,740
8725,ESCUELA PARTICULAR ESPECIAL STA.JULIANA,RECOLETA,0,8,263,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,351
8726,ESCUELA PARTICULAR THOMAS JEFFERSON,INDEPENDENCIA,0,22,827,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,915
8728,COLEGIO GEORGE WASHINGTON,INDEPENDENCIA,0,32,1255,3,132,1,44,1,44,4,172,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1735
8739,ESCUELA PARTICULAR DIVINA MARIA,SANTIAGO,0,23,854,0,0,0,0,1,44,1,43,0,0,1,15,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,27,1000
