RBD,NOM_RBD,NOM_COM_RBD,RURAL_RBD,DC_A,HH_A,DC_UTP,HH_UTP,DC_PDIR,HH_PDIR,DC_DIR,HH_DIR,DC_OES,HH_OES,DC_OF,HH_OF,DC_JUTP,HH_JUTP,DC_IG,HH_IG,DC_OR,HH_OR,DC_DIR_SOST,HH_DIR_SOST,DC_TP_SOST,HH_TP_SOST,DC_SUP_SOST,HH_SUP_SOST,DC_SUBDIR,HH_SUBDIR,DC_PROF_ENC,HH_PROF_ENC,DC_EDUC_TRAD,HH_EDUC_TRAD,DC_TOT,HH_TOT
9859,COLEGIO PARTICULAR VILLA JESUS,LA CISTERNA,0,29,1120,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,32,1252
9860,LICEO BICENTENARIO INDUSTRIAL DE ELECTROTECNIA RAMON B,LA CISTERNA,0,42,1703,0,0,5,220,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2011
9861,CENTRO EDUC.MUNIC. DR. AMADOR NEGHME RODRIGUEZ,ESTACIÓN CENTRAL,0,52,2046,0,0,1,44,1,44,7,269,0,0,1,44,2,88,3,132,0,0,1,44,0,0,0,0,0,0,0,0,68,2711
9862,LICEO BICENTENARIO POLIVALENTE A N°71 GUILLERMO FELIU CRUZ,ESTACIÓN CENTRAL,0,52,2172,0,0,2,88,1,44,6,264,4,166,2,76,0,0,2,74,0,0,0,0,0,0,0,0,0,0,0,0,69,2884
9863,LICEO SANTIAGO BUERAS Y AVARIA,MAIPÚ,0,37,1432,0,0,0,0,1,44,10,399,0,0,2,88,2,88,1,44,0,0,0,0,0,0,0,0,0,0,0,0,53,2095
9864,LICEO JOSE IGNACIO ZENTENO,MAIPÚ,0,43,1685,0,0,0,0,1,44,9,362,0,0,2,84,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2219
9865,LICEO POLIVALENTE DR. LUIS VARGAS SALCEDO,CERRILLOS,0,63,2164,2,88,3,132,1,44,6,223,0,0,1,44,2,88,2,88,0,0,0,0,0,0,0,0,0,0,0,0,80,2871
9866,LICEO COMERCIAL B-72,ESTACIÓN CENTRAL,0,35,1412,1,32,0,0,1,44,2,51,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1583
9867,CENTRO DE EDUC. TECN.PROFESIONAL CODEDUC,MAIPÚ,0,64,2742,0,0,1,44,1,44,3,132,0,0,2,88,3,132,1,44,0,0,0,0,0,0,0,0,0,0,0,0,75,3226
9869,ESCUELA BASICA REPUBLICA DE FRANCIA,ESTACIÓN CENTRAL,0,21,841,0,0,0,0,1,44,2,74,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,27,1091
9870,ESCUELA BASICA CONDORES DE PLATA,CERRILLOS,0,18,682,1,44,0,0,1,44,6,258,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1116
9872,ESCUELA BASICA PROF.RAMON DEL RIO,ESTACIÓN CENTRAL,0,22,838,2,85,1,41,1,44,3,124,2,76,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,34,1340
9873,ESCUELA BASICA PACTO ANDINO,ESTACIÓN CENTRAL,0,30,1244,0,0,0,0,1,44,1,30,1,44,0,0,1,44,2,88,0,0,0,0,0,0,0,0,0,0,0,0,36,1494
9874,ESCUELA LOTHAR KOMMER BRUGER,CERRILLOS,0,24,926,0,0,0,0,1,44,3,114,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1172
9875,ESCUELA CERRILLOS,CERRILLOS,0,32,1243,1,44,0,0,1,44,3,132,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,39,1551
9876,ESCUELA GENERAL SAN MARTIN,MAIPÚ,0,32,1312,0,0,2,88,1,44,4,176,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,41,1708
9877,ESCUELA GENERAL OHIGGINS,MAIPÚ,0,41,1444,1,44,0,0,1,44,4,166,0,0,0,0,3,132,1,44,0,0,0,0,0,0,0,0,0,0,0,0,51,1874
9878,ESCUELA PRESIDENTE RIESCO ERRAZURIZ,MAIPÚ,0,38,1665,0,0,0,0,1,44,4,171,0,0,1,44,2,88,1,44,0,0,0,0,0,0,0,0,0,0,0,0,47,2056
9879,ESCUELA BASICA CAROLINA VERGARA AYARES,ESTACIÓN CENTRAL,0,30,1170,1,44,0,0,1,44,3,125,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1471
9880,ESCUELA  BASICA  ESTADO  DE  PALESTINA,ESTACIÓN CENTRAL,0,20,830,0,0,0,0,1,44,7,268,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,31,1274
9881,ESCUELA VICENTE REYES PALAZUELOS,MAIPÚ,0,32,1323,0,0,2,85,1,44,10,412,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1952
9882,ESCUELA J.PRIETO VIAL,CERRILLOS,0,34,1279,0,0,0,0,1,44,1,44,0,0,1,44,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,38,1455
9883,ESCUELA BÁSICA N 263 RAMON FREIRE,MAIPÚ,0,35,1424,0,0,2,88,1,44,1,44,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,41,1688
9884,ESCUELA LEON HUMBERTO VALENZUELA,MAIPÚ,0,29,1245,1,44,1,44,1,44,2,88,0,0,1,44,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,36,1553
9886,ESCUELA ESTRELLA REINA DE CHILE,CERRILLOS,0,26,957,0,0,1,44,1,44,1,44,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,30,1133
9887,LICEO EL LLANO DE MAIPU,MAIPÚ,0,18,663,0,0,0,0,1,44,5,178,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,27,1017
9888,ESCUELA SANTA ADELA,CERRILLOS,0,25,965,1,44,0,0,1,44,2,88,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1185
9889,LICEO REINO DE DINAMARCA,MAIPÚ,0,45,1746,1,44,0,0,1,44,8,334,0,0,2,88,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,59,2344
9890,ESCUELA TOMAS VARGAS,MAIPÚ,0,32,1359,1,44,0,0,1,44,4,176,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,41,1755
9891,REPUBLICA DE GUATEMALA,MAIPÚ,0,33,1292,2,88,0,0,1,44,8,311,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,47,1867
9892,ESCUELA LAS AMERICAS,MAIPÚ,0,26,1035,0,0,0,0,1,44,6,234,0,0,1,44,1,44,2,88,0,0,0,0,0,0,0,0,0,0,0,0,37,1489
9893,ESCUELA ESPECIAL ANDALUE,MAIPÚ,0,22,896,0,0,1,44,1,44,3,101,0,0,0,0,1,44,1,40,0,0,0,0,0,0,0,0,0,0,0,0,29,1169
9895,ESCUELA BASICA REINA DE SUECIA,MAIPÚ,0,32,1322,0,0,0,0,1,44,4,169,0,0,1,44,2,88,1,44,0,0,1,44,0,0,0,0,0,0,0,0,42,1755
9896,LICEO ALCALDE GONZALO PEREZ LLONA,MAIPÚ,0,31,959,1,44,0,0,1,44,6,264,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,42,1443
9897,LICEO POLITECNICO PARTICULAR HANNOVER,MAIPÚ,0,49,1888,3,132,5,220,1,44,4,153,1,40,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0,64,2521
9900,COLEGIO BICENTENARIO DE EXCELENCIA POLITECNICO ALEMAN ALBERT EINSTEIN,CERRILLOS,0,48,1987,1,44,0,0,1,44,12,490,0,0,2,88,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,66,2741
9901,ESCUELA PARTICULAR FRANZ LISZT,MAIPÚ,0,14,459,0,0,0,0,1,44,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,516
9902,ESCUELA PARTICULAR ESPECIAL DON ORIONE,CERRILLOS,0,6,240,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,280
9903,COLEGIO LOS CONQUISTADORES,CERRILLOS,0,40,1498,1,44,2,66,1,40,0,0,2,32,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1768
9905,LICEO SAN PEDRO POVEDA,MAIPÚ,0,25,680,0,0,2,84,1,44,0,0,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,30,896
9906,COLEGIO INSTITUTO AMERICA,MAIPÚ,0,27,1032,0,0,0,0,1,44,1,44,0,0,2,88,1,44,1,40,0,0,1,44,0,0,0,0,0,0,0,0,34,1336
9907,COLEGIO POLIVALENTE CAMILO HENRIQUEZ,MAIPÚ,0,32,1055,0,0,3,120,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,37,1263
9909,CENTRO EDUCACIONAL PIAMARTINO CAROLINA LLONA DE CUEVAS,MAIPÚ,0,83,3225,0,0,0,0,1,44,6,235,0,0,2,88,3,132,2,88,0,0,0,0,0,0,0,0,0,0,0,0,97,3812
9910,COLEGIO PARTICULAR SAN FELIX,MAIPÚ,0,16,511,1,44,1,44,1,44,3,126,0,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,803
9911,COLEGIO DE LA PROVIDENCIA C.LARRAIN DE I,MAIPÚ,0,54,2163,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2251
9912,COLEGIO PART. ASCENSION NICOL,ESTACIÓN CENTRAL,0,29,1072,0,0,1,44,1,44,1,44,0,0,1,44,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,35,1336
9913,COLEGIO ESC.  JOSE MANSO DE VELASCO,MAIPÚ,0,1,41,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,61
9916,ESCUELA DE PARVULOS LOS PAISES BAJOS,ESTACIÓN CENTRAL,0,9,239,0,0,1,40,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,367
9917,COLEGIO POLIVALENTE PATRICIO MEKIS,MAIPÚ,0,69,2331,4,147,2,85,1,44,2,82,0,0,1,44,1,44,0,0,0,0,0,0,0,0,1,44,0,0,0,0,81,2821
9919,COLEGIO PARTICULAR MATER DEI,CERRILLOS,0,35,1311,0,0,2,88,1,44,3,128,0,0,0,0,1,44,0,0,0,0,0,0,0,0,1,44,0,0,0,0,43,1659
9920,ESC. BASICA DIVINO JESUS,MAIPÚ,0,10,282,1,20,0,0,1,44,3,132,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,522
9922,ESCUELA PARTICULAR HOLANDA,ESTACIÓN CENTRAL,0,26,949,0,0,0,0,1,44,3,97,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,32,1178
9924,COLEGIO ALBERTO PEREZ,MAIPÚ,0,66,2665,2,77,2,88,1,44,3,124,0,0,1,44,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,76,3086
9926,COLEGIO SOFIA INFANTE HURTADO,MAIPÚ,0,23,872,1,30,2,88,1,44,13,475,0,0,2,78,0,0,1,44,0,0,0,0,0,0,1,44,0,0,0,0,44,1675
9928,ESCUELA PARTICULAR AMANECER,ESTACIÓN CENTRAL,0,5,116,0,0,0,0,1,35,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,176
9930,ESCUELA PARTICULAR JOSE ANTONIO LECAROS,ESTACIÓN CENTRAL,0,31,1178,2,88,0,0,1,44,1,43,0,0,1,44,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,37,1441
9937,LICEO MATER PURISSIMA,MAIPÚ,0,37,1359,0,0,2,88,1,44,2,88,0,0,1,44,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,44,1667
9939,ESCUELA BASICA CAMPOS DE MAIPU-CERRILLOS,CERRILLOS,0,42,1628,0,0,0,0,1,44,1,35,0,0,2,88,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,48,1883
9940,ESCUELA LICEO MADRE VICENCIA,ESTACIÓN CENTRAL,0,36,1338,3,132,0,0,1,44,4,167,0,0,1,44,1,44,2,79,0,0,1,40,0,0,0,0,0,0,0,0,49,1888
9941,COLEGIO PARTICULAR DE ASIS,MAIPÚ,0,22,722,0,0,0,0,1,44,1,44,0,0,1,44,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,26,898
9942,"ESCUELA, COLEGIO POLITEC.H.DE MAGALLANES",ESTACIÓN CENTRAL,0,21,707,0,0,0,0,1,44,4,147,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,28,986
9943,ESCUELA DE PARVULOS ENANO GROUMPY,MAIPÚ,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23
9945,COLEGIO ELLEN COLLEGE,MAIPÚ,0,24,832,1,40,0,0,1,40,1,44,0,0,0,0,1,40,0,0,0,0,1,30,0,0,0,0,0,0,0,0,29,1026
9946,ESCUELA PARTICULAR LA MONTANA,MAIPÚ,0,10,267,0,0,0,0,1,44,0,0,0,0,1,44,1,44,1,10,0,0,0,0,0,0,0,0,0,0,0,0,14,409
9947,COLEGIO INDUSTRIAL PART. DON ORIONE,CERRILLOS,0,74,3091,2,88,1,44,1,44,5,220,0,0,2,88,1,44,0,0,0,0,2,88,0,0,0,0,0,0,0,0,88,3707
9948,ESCUELA PARTICULAR SAINT RODRIC COLLEGE,CERRILLOS,0,11,331,0,0,1,35,1,40,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,437
9950,COLEGIO EL REDENTOR,MAIPÚ,0,43,1478,0,0,1,44,1,44,1,38,0,0,1,44,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,48,1660
9953,CENTRO EDUCACIONAL SAN ANDRES,MAIPÚ,0,21,731,2,88,0,0,1,44,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,907
9955,COLEGIO ROSITA SANCHEZ,MAIPÚ,0,24,681,2,74,0,0,1,44,10,387,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1230
9957,LICEO INDUSTRIAL ALBERTO WIDMER,MAIPÚ,0,27,1073,2,86,2,84,1,44,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1375
9959,COMPLEJO EDUCACIONAL MAIPU,MAIPÚ,0,111,4404,9,396,2,88,1,44,14,592,0,0,2,88,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,140,5656
9960,ESCUELA PARTICULAR VILLA ESPANA,ESTACIÓN CENTRAL,0,16,490,0,0,0,0,1,44,4,167,0,0,0,0,1,44,0,0,0,0,1,40,0,0,0,0,0,0,0,0,23,785
9963,COLEGIO PARTICULAR ESPECIAL JUAN XXIII,CERRILLOS,0,21,833,1,44,0,0,1,44,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1001
9967,ESCUELA PARTICULAR RUBEN DARIO,MAIPÚ,0,39,1537,1,40,1,44,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1709
9968,ESCUELA ESPECIAL EDUCACIONAL AGAZZI,MAIPÚ,0,4,167,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,211
9972,COLEGIO SAINT MAURICE S,CERRILLOS,0,27,1048,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1092
9973,COLEGIO SANTA URSULA,MAIPÚ,0,42,1360,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1404
9979,COLEGIO PETER COLLEGE,CERRILLOS,0,18,524,0,0,0,0,1,44,1,44,0,0,1,24,1,44,0,0,0,0,1,39,0,0,0,0,0,0,0,0,23,719
9981,LICEO INDUSTRIAL DOMINGO MATTE PEREZ,MAIPÚ,0,41,1550,0,0,2,88,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1726
9982,LICEO COMERCIAL MOLINA LAVIN,QUINTA NORMAL,0,27,1084,0,0,1,44,1,44,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1260
9985,LICEO GUILLERMO LABARCA HUBERTSON,QUINTA NORMAL,0,49,1561,2,88,0,0,1,44,8,260,0,0,2,74,3,132,2,88,0,0,1,44,0,0,0,0,0,0,0,0,68,2291
9986,LICEO POLITECNICO,QUINTA NORMAL,0,28,1064,1,44,1,44,1,44,1,44,4,168,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1496
9987,ESCUELA PLATON,QUINTA NORMAL,0,19,748,1,44,0,0,1,44,2,81,0,0,1,44,1,44,1,44,0,0,2,88,0,0,0,0,0,0,0,0,28,1137
9991,ESCUELA ABATE MOLINA,QUINTA NORMAL,0,17,635,0,0,0,0,1,44,2,86,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,853
9992,ESCUELA DIEGO PORTALES,QUINTA NORMAL,0,37,1498,0,0,0,0,1,44,6,169,0,0,1,44,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,47,1843
9993,ESCUELA INGLATERRA,QUINTA NORMAL,0,38,1568,0,0,1,44,1,44,3,114,1,44,1,44,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1946
9994,ESCUELA ANGELMO,QUINTA NORMAL,0,19,714,1,44,1,44,1,44,0,0,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,25,978
9995,ESCUELA INSIGNE GABRIELA,QUINTA NORMAL,0,29,1238,0,0,1,44,1,44,1,44,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1458
9996,ESCUELA ESPANA,QUINTA NORMAL,0,21,782,0,0,0,0,1,44,4,169,1,44,0,0,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1127
9998,ESCUELA LO FRANCO,QUINTA NORMAL,0,52,2056,1,44,1,44,1,44,3,126,0,0,1,44,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2446
9999,ESCUELA ANTUMALAL,QUINTA NORMAL,0,19,709,0,0,0,0,1,44,2,84,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,925
10000,ESCUELA CALICANTO,QUINTA NORMAL,0,27,1124,2,88,0,0,1,44,6,238,0,0,0,0,1,44,1,30,0,0,0,0,0,0,0,0,0,0,0,0,38,1568
10001,ESCUELA MEMBRILLAR,QUINTA NORMAL,0,22,902,0,0,0,0,1,44,3,128,1,28,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1234
10005,ESCUELA BASICA MUNICIPAL GRENOBLE,QUINTA NORMAL,0,42,1699,0,0,1,44,1,44,3,118,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,50,2037
10006,ESCUELA REPUBLICA DE LA INDIA,QUINTA NORMAL,0,28,1155,1,44,0,0,1,44,0,0,1,44,1,44,2,88,0,0,0,0,0,0,0,0,0,0,0,0,1,44,35,1463
10010,MUSTAFA KEMAL ATATURK,LO PRADO,0,20,700,0,0,0,0,1,44,3,114,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,946
10012,ESCUELA GIL DE CASTRO,QUINTA NORMAL,0,18,723,0,0,0,0,1,44,2,74,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,929
10014,ESCUELA PARTICULAR ANDRES BELLO,QUINTA NORMAL,0,13,382,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,426
10015,ESCUELA OLGA NAVARRO SEPULVEDA,QUINTA NORMAL,0,28,1014,2,88,0,0,1,44,4,130,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,38,1408
10018,ESCUELA PARTICULAR JOSE JOAQUIN PEREZ,QUINTA NORMAL,0,10,312,1,30,0,0,1,44,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,452
10019,ESCUELA PARTICULAR SAN JOSE SCHOOL,ESTACIÓN CENTRAL,0,13,430,0,0,1,44,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,562
10021,ESCUELA PARTICULAR VICTOR HUGO,QUINTA NORMAL,0,19,679,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,22,811
10023,LICEO ALBERTO HURTADO,QUINTA NORMAL,0,22,796,2,88,1,44,1,44,12,117,0,0,0,0,0,0,0,0,1,22,1,44,0,0,0,0,0,0,0,0,40,1155
10026,ESCUELA PARTICULAR MONTE GRANDE,CERRO NAVIA,0,11,353,0,0,0,0,1,44,2,46,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,531
10028,ESCUELA N°1124 ALIANZA AMERICANA,QUINTA NORMAL,0,13,408,0,0,1,33,1,40,1,34,0,0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,556
10030,LICEO POLIV.SAN JOSE DE LA PRECIOSA SANG,QUINTA NORMAL,0,80,3193,0,0,0,0,1,44,5,202,1,44,1,44,2,88,2,88,0,0,2,81,0,0,0,0,0,0,0,0,94,3784
10032,ESCUELA BASICA PARTICULAR  Nº 488 `ZENON TORREALBA`,QUINTA NORMAL,0,14,571,0,0,1,44,1,44,4,168,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,871
10035,ESCUELA PARTICULAR NUEVO HORIZONTE,QUINTA NORMAL,0,12,394,0,0,2,64,1,44,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,1,44,0,0,0,0,18,634
10036,ESCUELA PARTICULAR PDTE. ABRAHAM LINCOLN,QUINTA NORMAL,0,25,926,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1014
10041,COLEGIO SAINT MARK,QUINTA NORMAL,0,13,375,0,0,0,0,1,44,0,0,0,0,1,44,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,505
10042,COLEGIO BICENTENARIO ELVIRA HURTADO DE MATTE DE SANTIAGO,QUINTA NORMAL,0,48,1855,0,0,3,132,1,44,11,469,0,0,0,0,1,44,3,132,0,0,0,0,0,0,0,0,0,0,0,0,67,2676
10044,CENTRO EDUCACIONAL ALBERTO HURTADO,QUINTA NORMAL,0,36,1400,0,0,1,44,1,44,0,0,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,41,1620
10046,ESCUELA PARTICULAR SAGRADA FAMILIA,QUINTA NORMAL,0,31,1169,0,0,3,132,1,44,14,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1425
10052,LICEO POLITECNICO SAN FRANCISCO SOLANO,CERRO NAVIA,0,19,639,0,0,0,0,1,44,4,162,0,0,1,37,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,926
10056,ESCUELA DIFERENCIAL LOS LIRIOS,QUINTA NORMAL,0,13,519,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,607
10058,COLEGIO POLIVALENTE PRINCIPE DE GALES,ESTACIÓN CENTRAL,0,30,1217,1,44,0,0,1,44,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,34,1389
10063,ESCUELA PARTICULAR CARMEN CHACON,QUINTA NORMAL,0,7,199,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,32,10,314
10064,ESCUELA PARTICULAR MARIA CRISTINA,QUINTA NORMAL,0,12,370,0,0,0,0,1,44,3,105,0,0,1,44,1,44,0,0,0,0,0,0,0,0,1,44,0,0,0,0,19,651
10069,COLEGIO MARQUEL,QUINTA NORMAL,0,44,1733,0,0,0,0,1,44,1,30,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1895
10073,LICEO BICENTENARIO INDUSTRIAL VICENTE PEREZ ROSALES,QUINTA NORMAL,0,40,1718,0,0,3,132,1,44,0,0,0,0,1,44,1,44,1,40,0,0,0,0,0,0,0,0,0,0,0,0,47,2022
10074,ESCUELA ALIANZA,CERRO NAVIA,0,27,983,1,44,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1159
10075,LICEO POLIVALENTE LOS HEROES DE LA CONCEPCIÓN,CERRO NAVIA,0,29,1136,2,88,0,0,1,44,3,131,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1443
10076,COMPLEJO EDUCACIONAL PEDRO PRADO,LO PRADO,0,56,2195,3,132,0,0,1,44,3,128,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2587
10077,LICEO MUN. CENTRO EDUCACIONAL PUDAHUEL,PUDAHUEL,0,32,1287,0,0,1,44,1,44,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1419
10080,ESCUELA TENIENTE HERNAN MERINO CORREA,PUDAHUEL,0,25,959,0,0,0,0,1,44,0,0,0,0,1,44,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,29,1135
10081,ESCUELA ESTRELLA DE CHILE,PUDAHUEL,0,48,1895,0,0,0,0,1,44,2,61,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2088
10083,ESCUELA PRESIDENTE ROOSEVELT,CERRO NAVIA,0,29,1149,0,0,0,0,1,44,3,118,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1399
10085,ESCUELA ESTADO DE FLORIDA,PUDAHUEL,0,36,1248,0,0,1,44,1,44,1,40,0,0,0,0,2,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1452
10086,ESCUELA REPUBLICA DE ITALIA,CERRO NAVIA,0,21,812,0,0,0,0,1,44,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,944
10087,ESCUELA REPUBLICA DE CROACIA,CERRO NAVIA,0,19,726,1,44,0,0,1,44,0,0,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,1,42,24,944
10088,ESCUELA HERMINDA DE LA VICTORIA,CERRO NAVIA,0,18,699,1,43,1,20,1,44,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,894
10089,ESCUELA JAIME GOMEZ GARCIA,LO PRADO,0,30,1269,1,44,0,0,1,44,2,88,0,0,1,44,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,37,1577
