AGNO;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;NOM_REG_RBD_A;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;ESTADO_ESTAB;N_ASIS;N_HOMBRES;N_MUJERES;N_PROF;N_PARA;N_AUX;N_ADMIN;N_TEC;N_SIN_DATO;JORN_PROF;JORN_PARA;JORN_AUX;JORN_ADMIN;JORN_TEC;JORN_SIN_DATO;TOT_JORN
2023;311;5;ESC DIFERENCIAL JUAN SANDOVAL CARRASCO;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;1;1;0;1;30;3;27;5;21;4;0;0;0;220;910;176;0;0;0;1306
2023;312;3;ESCUELA ECUADOR;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;1;1;0;1;44;6;38;13;21;8;0;2;0;564;838;352;0;88;0;1842
2023;313;1;ESCUELA ARTURO PRAT;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;1;1;0;1;71;5;66;23;36;11;0;1;0;996;1467;484;0;44;0;2991
2023;315;8;ESCUELA HEROES DE LA CONCEPCION;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;1;1;0;1;40;3;37;12;19;8;1;0;0;468;809;352;44;0;0;1673
2023;316;6;ESCUELA LAS AMERICAS PROFESOR JUSTO VALLADARES ORELLANA;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;1;1;0;1;37;3;34;10;17;8;2;0;0;440;700;352;88;0;0;1580
2023;317;4;ESCUELA LAS ROCAS;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;1;1;0;1;62;3;59;17;19;9;12;5;0;748;800;396;528;220;0;2692
2023;318;2;ESCUELA EDDA CUNEO DONNAGIO;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;1;1;0;1;19;0;19;5;9;3;0;2;0;185;354;132;0;88;0;759
2023;319;0;ESCUELA LA BANDERA;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;1;1;0;1;60;5;55;17;27;11;3;2;0;694;1110;485;132;88;0;2509
2023;320;4;LICEO ARTISTICO DE ANTOFAGASTA `ARMANDO CARRERA GONZALEZ`;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;1;1;0;1;53;5;48;17;18;12;2;4;0;728;770;524;86;172;0;2280
2023;321;2;ESCUELA BASICA SIMON BOLIVAR PALACIOS;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023;322;0;ESCUELA GENERAL MANUEL BAQUEDANO;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;1;1;0;1;42;6;36;13;11;9;1;8;0;548;484;396;44;320;0;1792
2023;324;7;ESCUELA FUNDACION MINERA ESCONDIDA;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;1;1;0;1;35;4;31;8;15;9;1;2;0;328;660;396;44;60;0;1488
2023;326;3;ESCUELA SANTIAGO AMENGUAL B.;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;1;1;0;1;47;7;40;12;22;11;0;2;0;484;878;484;0;57;0;1903
2023;327;1;ESCUELA PEDRO AGUIRRE CERDA;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023;329;8;LICEO BICENTENARIO INSTITUTO JOSÉ MAZA SANCHO;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;1;1;0;1;39;3;36;12;14;10;0;2;1;480;597;440;0;88;0;1605
2023;330;1;ESCUELA DE PARVULOS LOS PINGUINITOS;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;1;1;0;1;21;2;19;8;9;4;0;0;0;352;396;176;0;0;0;924
2023;332;8;ESCUELA GABRIELA MISTRAL;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;1;1;0;1;46;7;39;14;18;14;0;0;0;596;720;616;0;0;0;1932
2023;333;6;ESCUELA DE PARVULOS BLANCA NIEVES;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;1;1;0;1;26;2;24;9;2;3;1;11;0;352;88;132;44;484;0;1100
2023;335;2;COLEGIO MISIONERO JOSE LANCASTER;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;3;2;0;1;29;9;20;9;16;3;0;1;0;360;686;132;0;44;0;1222
2023;336;0;LICEO EXPERIMENTAL ARTISTICO-APLICACION;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;3;2;0;1;40;19;21;2;21;10;4;3;0;75;854;446;176;92;0;1643
2023;337;9;COLEGIO SANTA TERESITA;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;3;2;0;1;20;10;10;4;10;4;2;0;0;167;426;176;88;0;0;857
2023;340;9;CENTRO TRATAMIEN.INTEGRAL RAYITO DE SOL;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;3;2;0;1;7;3;4;1;5;1;0;0;0;37;201;44;0;0;0;282
2023;341;7;COLEGIO ADVENTISTA DE ANTOFAGASTA;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;3;2;0;1;32;8;24;5;20;7;0;0;0;206;838;308;0;0;0;1352
2023;342;5;COLEGIO INGLES SAN JOSE;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;3;2;0;1;54;19;35;10;23;16;4;1;0;440;974;704;176;44;0;2338
2023;343;3;ESCUELA PRESBITERIANA;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;3;2;0;1;32;7;25;10;8;11;1;2;0;364;216;456;44;55;0;1135
2023;344;1;COLEGIO SANTA EMILIA;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;3;2;0;1;19;2;17;3;9;5;2;0;0;132;359;220;64;0;0;775
2023;349;2;ESC. PARV. LAS ARDILLITAS 1;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023;350;6;COLEGIO LIDIA MORENO;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;3;2;0;1;24;6;18;5;10;7;2;0;0;201;426;308;74;0;0;1009
2023;352;2;ESC. PARV. PAPELUCHO;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023;353;0;ESC. PARV. GRETCHEN;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;4;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023;354;9;COL. KID'S SCHOOL;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023;355;7;COLEGIO BINACIONAL CHILENO AMERICANO DE ANTOFAGASTA(EX INS. CHILENO NORTEAMERICANO CULTURA);2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023;356;5;COLEGIO CORAZON DE MARIA;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;3;2;0;1;48;12;36;0;43;5;0;0;0;0;1668;212;0;0;0;1880
2023;357;3;COL. SAN LUIS;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;4;3;0;1;9;4;5;0;2;0;7;0;0;0;80;0;305;0;0;385
2023;358;1;INS. SANTA MARIA;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;4;3;0;1;34;4;30;8;8;9;5;4;0;316;338;405;224;148;0;1431
2023;361;1;COL. THE ANTOFAGASTA BRITISH SCHOOL;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023;363;8;COL. GIANT;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;4;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023;364;6;COL. ANTOFAGASTA;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023;365;4;COLEGIO EAGLE SCHOOL;2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;3;2;0;1;24;4;20;5;10;6;3;0;0;169;400;264;132;0;0;965
2023;366;2;HRVATSKA SKOLA S. ESTEBAN (EX-J. SKOLA);2;ANTOF;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;4;3;0;1;38;8;30;0;0;0;0;1;37;0;0;0;0;45;0;45
2023;367;0;COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT;2;ANTOF;21;2102;MEJILLONES;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;67;11;56;23;30;14;0;0;0;1012;1320;616;0;0;0;2948
2023;368;9;ESCUELA BASICA JULIA HERRERA VARAS;2;ANTOF;21;2102;MEJILLONES;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;67;8;59;18;28;14;2;5;0;774;1202;616;88;220;0;2900
2023;369;7;ESCUELA LUCILA GODOY ALCAYAGA;2;ANTOF;21;2102;MEJILLONES;21;ANTOFAGASTA - TOCOPILLA;2;1;1;1;4;0;4;2;1;1;0;0;0;10;44;44;0;0;0;98
2023;370;0;ESCUELA ESTACION BAQUEDANO;2;ANTOF;21;2103;SIERRA GORDA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;21;3;18;5;10;4;0;2;0;198;440;176;0;88;0;902
2023;371;9;COMPLEJO EDUCATIVO CARACOLES;2;ANTOF;21;2103;SIERRA GORDA;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;12;4;8;6;2;3;0;1;0;242;88;132;0;44;0;506
2023;372;7;LICEO POLITECNICO JOSE MIGUEL QUIROZ;2;ANTOF;21;2104;TALTAL;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;39;12;27;10;19;8;2;0;0;440;836;352;88;0;0;1716
2023;373;5;LICEO JUAN CORTES-MONROY CORTES;2;ANTOF;21;2104;TALTAL;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;34;4;30;8;15;10;0;1;0;352;660;440;0;44;0;1496
2023;374;3;ESCUELA HOGAR VICTORIANO QUINTEROS SOTO;2;ANTOF;21;2104;TALTAL;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;56;5;51;16;31;9;0;0;0;682;1364;396;0;0;0;2442
2023;375;1;ESCUELA VICTOR CARVAJAL MEZA;2;ANTOF;21;2104;TALTAL;21;ANTOFAGASTA - TOCOPILLA;2;1;0;1;50;2;48;13;29;5;1;2;0;558;1276;220;44;88;0;2186
2023;377;8;ESCUELA PARANAL;2;ANTOF;21;2104;TALTAL;21;ANTOFAGASTA - TOCOPILLA;2;1;1;1;5;0;5;0;4;1;0;0;0;0;176;44;0;0;0;220
2023;378;6;ESCUELA PARTICULAR BERNARDO O'HIGGINS;2;ANTOF;21;2104;TALTAL;21;ANTOFAGASTA - TOCOPILLA;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023;379;4;LICEO FEDERICO VARELA;3;ATCMA;32;3201;CHAÑARAL;31;COPIAPÓ;6;5;0;1;36;9;27;5;15;9;6;1;0;220;660;397;264;44;0;1585
2023;380;8;ESCUELA BÁSICA DIEGO PORTALES PALAZUELOS;3;ATCMA;32;3201;CHAÑARAL;31;COPIAPÓ;6;5;0;1;40;4;36;8;0;7;14;11;0;344;0;309;592;448;0;1693
2023;381;6;ESCUELA BÁSICA PEDRO LUJAN;3;ATCMA;32;3201;CHAÑARAL;31;COPIAPÓ;6;5;0;1;14;2;12;1;10;3;0;0;0;44;358;132;0;0;0;534
2023;382;4;ESCUELA GASPAR CABRALES, ARTÍSTICA Y DEPORTIVA;3;ATCMA;32;3201;CHAÑARAL;31;COPIAPÓ;6;5;0;1;19;4;15;5;3;3;0;8;0;220;124;132;0;328;0;804
2023;383;2;ESCUELA BÁSICA DIFERENCIAL JOSÉ LUIS OLIVARES ARANCIBIA;3;ATCMA;32;3201;CHAÑARAL;31;COPIAPÓ;6;5;0;1;23;3;20;4;4;3;1;11;0;172;152;132;44;484;0;984
2023;384;0;LICEO BICENTENARIO  MANUEL MAGALHAES MEDLING;3;ATCMA;32;3202;DIEGO DE ALMAGRO;31;COPIAPÓ;6;5;0;1;40;9;31;6;2;11;16;5;0;256;88;484;704;220;0;1752
2023;385;9;ESCUELA DE POTRERILLOS;3;ATCMA;32;3202;DIEGO DE ALMAGRO;31;COPIAPÓ;2;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023;386;7;ESCUELA ALIRO LAMAS CASTILLO;3;ATCMA;32;3202;DIEGO DE ALMAGRO;31;COPIAPÓ;6;5;0;1;45;6;39;4;33;7;1;0;0;176;1221;308;44;0;0;1749
2023;387;5;ESCUELA BÁSICA EMPERATRIZ SEPÚLVEDA LANDEROS;3;ATCMA;32;3202;DIEGO DE ALMAGRO;31;COPIAPÓ;6;5;1;1;4;1;3;2;0;1;1;0;0;74;0;44;44;0;0;162
2023;388;3;COLEGIO MATILDE TRASLAVINA VILLALON;3;ATCMA;32;3202;DIEGO DE ALMAGRO;31;COPIAPÓ;3;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023;389;1;ESCUELA ESPECIAL ROSITA AZUL;3;ATCMA;32;3202;DIEGO DE ALMAGRO;31;COPIAPÓ;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023;390;5;ESCUELA COEDUCACIONAL PARTICULAR;3;ATCMA;32;3202;DIEGO DE ALMAGRO;31;COPIAPÓ;3;2;0;1;31;5;26;6;3;4;9;9;0;264;126;176;396;396;0;1358
2023;391;3;ESCUELA COEDUCACIONAL PARTICULAR OSCAR Y;3;ATCMA;32;3202;DIEGO DE ALMAGRO;31;COPIAPÓ;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023;392;1;LICEO DIEGO DE ALMEIDA;3;ATCMA;32;3202;DIEGO DE ALMAGRO;31;COPIAPÓ;3;2;0;1;24;8;16;7;0;6;9;2;0;308;0;264;383;88;0;1043
2023;396;4;INSTITUTO COMERCIAL ALEJANDRO RIVERA DÍAZ;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;26;3;23;9;8;5;3;1;0;396;352;220;132;44;0;1144
2023;397;2;LICEO TÉCNICO PROFESIONAL EDWIN LATORRE RIVERO;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;2;0;2;0;1;0;1;0;0;0;44;0;44;0;0;88
2023;399;9;LICEO JOSÉ ANTONIO CARVAJAL;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;40;12;28;18;14;5;3;0;0;763;616;220;132;0;0;1731
2023;400;6;LICEO BICENTENARIO MERCEDES FRITIS MACKENNEY;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;35;10;25;9;23;2;1;0;0;310;998;88;44;0;0;1440
2023;401;4;ESCUELA BERNARDO O HIGGINS;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;63;6;57;14;31;8;1;9;0;616;1200;352;44;302;0;2514
2023;402;2;ESCUELA RUDECINDO ARMANDO PENA CARRASCO;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;2;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023;403;0;ESCUELA LAURA ROBLES SILVA;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;43;5;38;16;18;6;1;2;0;690;716;264;44;88;0;1802
2023;404;9;ESCUELA EDUCACIÓN DIFERENCIAL MARÍA LUZ LANZA PIZARRO;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;31;4;27;7;9;3;0;12;0;294;396;132;0;528;0;1350
2023;405;7;ESCUELA LOS ESTANDARTES;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;65;12;53;21;28;10;1;5;0;904;1228;440;44;220;0;2836
2023;406;5;ESCUELA VICENTE SEPÚLVEDA ROJO;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;56;6;50;17;24;6;4;5;0;688;978;264;164;196;0;2290
2023;407;3;ESCUELA JESÚS FERNÁNDEZ HIDALGO;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;48;5;43;14;27;6;0;1;0;616;1148;264;0;44;0;2072
2023;408;1;ESCUELA PEDRO LEÓN GALLO;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;82;9;73;26;6;10;38;2;0;1144;221;440;1651;62;0;3518
2023;410;3;ESCUELA JOSÉ MANSO DE VELASCO;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;43;3;40;7;23;6;3;4;0;252;942;264;118;143;0;1719
2023;411;1;ESCUELA LAS CANTERAS;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;44;15;29;11;29;3;0;1;0;454;1158;132;0;44;0;1788
2023;413;8;ESCUELA LAS BRISAS;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;27;2;25;7;8;6;4;2;0;290;352;264;176;88;0;1170
2023;415;4;LICEO DE MÚSICA DE COPIAPÓ HUGO GARRIDO GAETE;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;52;9;43;10;23;15;3;1;0;440;968;660;132;30;0;2230
2023;416;2;ESCUELA ABRAHAM SEPÚLVEDA PIZARRO;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;65;6;59;21;16;8;9;11;0;910;644;352;396;415;0;2717
2023;417;0;COLEGIO BUEN PASTOR;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;50;3;47;19;21;9;1;0;0;780;860;396;44;0;0;2080
2023;418;9;ESCUELA ISABEL PEÑA MORALES;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;66;9;57;26;0;9;19;12;0;1107;0;396;784;472;0;2759
2023;419;7;ESCUELA HERNÁN MÁRQUEZ HUERTA;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;64;4;60;15;32;7;6;4;0;650;1348;308;242;176;0;2724
2023;420;0;LICEO FERNANDO ARIZTÍA RUIZ;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;94;11;83;33;42;15;2;2;0;1452;1844;660;88;88;0;4132
2023;421;9;ESCUELA BRUNO ZAVALA FREDES;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;62;7;55;21;30;10;1;0;0;910;1253;428;44;0;0;2635
2023;423;5;ESCUELA SAN PEDRO;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;1;1;34;9;25;15;11;5;2;1;0;640;460;220;88;44;0;1452
2023;427;8;ESCUELA LUIS CRUZ MARTÍNEZ;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;0;1;23;1;22;6;12;3;1;1;0;250;484;132;44;30;0;940
2023;429;4;LICEO CATÓLICO ATACAMA;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;3;2;0;1;92;19;73;35;34;20;1;2;0;1423;1237;794;44;64;0;3562
2023;430;8;LICEO POLITÉCNICO BELÉN;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;3;2;0;1;59;6;53;9;30;7;8;5;0;396;1254;299;348;190;0;2487
2023;431;6;LICEO SAGRADO CORAZÓN;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;3;2;0;1;42;4;38;15;16;8;0;3;0;552;652;345;0;90;0;1639
2023;433;2;COLEGIO ADVENTISTA DE COPIAPÓ;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;3;2;0;1;49;11;38;12;22;10;0;5;0;510;964;440;0;202;0;2116
2023;434;0;ESCUELA SAN VICENTE DE PAUL;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;3;2;0;1;63;6;57;16;38;6;2;1;0;545;1310;224;76;30;0;2185
2023;435;9;COLEGIO PARTIC. LUIS KATUNAR ZAFARANIC;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;4;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023;437;5;ESCUELA TÉCNICO PROFESIONAL;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;3;2;0;1;32;17;15;3;0;10;18;1;0;124;0;440;792;38;0;1394
2023;438;3;LICEO MANUEL BLANCO ENCALADA;3;ATCMA;31;3102;CALDERA;31;COPIAPÓ;6;5;0;1;24;9;15;3;1;9;7;4;0;132;44;396;308;176;0;1056
2023;439;1;ESCUELA TOTORAL;3;ATCMA;31;3101;COPIAPÓ;31;COPIAPÓ;6;5;1;1;1;0;1;0;1;0;0;0;0;0;44;0;0;0;0;44
2023;440;5;COLEGIO PARROQUIAL PADRE NEGRO;3;ATCMA;31;3102;CALDERA;31;COPIAPÓ;3;2;0;1;60;11;49;13;35;11;1;0;0;552;1419;477;44;0;0;2492
2023;441;3;ESCUELA DE CONCENTRACIÓN;3;ATCMA;31;3103;TIERRA AMARILLA;31;COPIAPÓ;6;5;0;1;20;5;15;10;7;3;0;0;0;418;293;132;0;0;0;843
2023;442;1;ESCUELA VICTOR MANUEL SÁNCHEZ CABAÑAS;3;ATCMA;31;3103;TIERRA AMARILLA;31;COPIAPÓ;6;5;0;1;37;8;29;12;17;5;1;2;0;512;670;220;44;82;0;1528
2023;444;8;ESCUELA LUIS URIBE ORREGO;3;ATCMA;31;3103;TIERRA AMARILLA;31;COPIAPÓ;6;5;0;1;36;5;31;12;14;5;3;2;0;492;520;220;132;79;0;1443
2023;445;6;ESCUELA PAUL HARRIS;3;ATCMA;31;3103;TIERRA AMARILLA;31;COPIAPÓ;6;5;1;1;6;2;4;1;2;2;0;1;0;44;88;88;0;44;0;264
2023;446;4;ESCUELA AMOLANAS;3;ATCMA;31;3103;TIERRA AMARILLA;31;COPIAPÓ;6;5;1;1;2;0;2;0;1;1;0;0;0;0;44;44;0;0;0;88
